nct_id,title,status,phase,enrollment_target,enrollment_type,n_sites,states,sex,min_age,max_age,conditions,eligibility_snippet
NCT07327125,Effect of Skin Closure Techniques on Body Image in Women Undergoing Gynecologic Surgery,RECRUITING,NA,140,ESTIMATED,1,No US/listed site,FEMALE,17 Years,60 Years,"Gynecologic Cancers, Surgical Wound Closure Techniques, Body Image",Inclusion Criteria: Female participants aged 18 years or older. Patients scheduled for elective open gynecologic surgery...
NCT07293806,Dance-movement Therapy in the Treatment of Adolescent Depression,RECRUITING,NA,140,ESTIMATED,2,No US/listed site,ALL,13 Years,17 Years,Depression,Inclusion Criteria: Diagnosis of medium or severe depression; BDI 16 points or more. At least 4/9 symptoms of depression...
NCT06728163,Impact of Virtual Reality (VR) and Music Intervention,RECRUITING,NA,140,ESTIMATED,1,No US/listed site,FEMALE,20 Years,65 Years,General Anesthesia,Inclusion Criteria: Inclusion Criteria: Patients aged 20 to 65 undergoing gynecological surgery under general anesthesia...
NCT05501834,Anxiety Surrounding Supracondylar Pin Removal in Children: A Randomized Controlled Trial,ENROLLING_BY_INVITATION,NA,140,ESTIMATED,1,Massachusetts,ALL,3 Years,10 Years,"Supracondylar Humerus Fracture, Anxiety",Inclusion Criteria: Aged 3 to ≤10 years at time of surgery Supracondylar humerus fractures that are laterally pinned at ...
NCT06745934,Strengthening Health and Insight in New Educators,RECRUITING,NA,140,ESTIMATED,1,Alabama,ALL,18 Years,No upper limit,"Anxiety Symptoms, Depressive Symptoms",Inclusion Criteria: Students in Block 3 will be invited to participate in the study. Exclusion Criteria: Students who ar...
NCT05503485,Existential Group Treatment for Older Adults (75+) With Psychological Distress in Primary Care,RECRUITING,NA,140,ESTIMATED,7,No US/listed site,ALL,75 Years,No upper limit,Psychological Distress,Inclusion Criteria: 1. Be aged 75+ 2. Have increased levels of psychological distress (GHQ-12 ≥3) 3. Be interested in pa...
NCT06233656,Acceptance and Commitment Therapy for Depressed People With Spinal Cord Injuries,ACTIVE_NOT_RECRUITING,NA,140,ESTIMATED,1,Florida,ALL,18 Years,No upper limit,"Depression, Spinal Cord Injuries",Inclusion Criteria: community-dwelling adults (aged 18 years or older) living with spinal cord injuries having at least ...
NCT06537128,Internet-delivered Cognitive-Behavioral Therapy for Adolescents With Autism and Anxiety,ACTIVE_NOT_RECRUITING,NA,139,ESTIMATED,1,Texas,ALL,11 Years,17 Years,"Autism Spectrum Disorder, Autism, Anxiety, Anxiety Disorders, Generalized Anxiety Disorder, Social Anxiety Disorder",Inclusion Criteria: 1. The child is between the age of 11-17 years old at enrollment. 2. The child is diagnosed with aut...
NCT06384196,Identity-Based Transdiagnostic Therapy for Young People With Anxiety and Depression,RECRUITING,NA,138,ESTIMATED,2,No US/listed site,ALL,16 Years,29 Years,"Depression, Anxiety",Inclusion Criteria: • Participants with symptoms of depression and/or anxiety as their primary complaint. Exclusion Crit...
NCT07084389,A Financial Social Work Intervention for Families With Complex Financial Difficulties (FinSoc),RECRUITING,NA,136,ESTIMATED,1,No US/listed site,ALL,,No upper limit,Financial Difficulties,"Inclusion Criteria: Client status in child welfare services, family social work, adult social work, assessment of the ne..."
NCT04934007,Bilateral Lateral OFC rTMS in Obsessive Compulsive Disorder,RECRUITING,NA,136,ESTIMATED,2,No US/listed site,ALL,18 Years,65 Years,Obsessive-Compulsive Disorder,"Inclusion Criteria: Age: Participants will be both males and females, 18-65 years of age included. diagnosis of OCD all ..."
NCT05866575,Prediction of the Therapeutic Response in Depression Based on Neuro-computational Modeling Assessment of Motivation,RECRUITING,NA,136,ESTIMATED,5,"Isère, Nord, Pays de la Loire Region",ALL,18 Years,No upper limit,Major Depressive Disorder,Patients with major depressive disorder Inclusion Criteria: Meeting DSM-5 criteria for major depressive disorder (single...
NCT07410078,Comparative Assessment of Oral Premedication Regimens in Pediatric Ambulatory Surgery,RECRUITING,NA,135,ESTIMATED,1,No US/listed site,ALL,4 Years,12 Years,"Pediatric Anesthesia, Premedication",Inclusion Criteria: Pediatric patients aged 4-12 years American Society of Anesthesiologists (ASA) physical status I-II ...
NCT07547371,Effectiveness of Aromatherapy and Digital Anesthesia in Managing Dental Anxiety and Pain in Children,RECRUITING,NA,132,ESTIMATED,1,Istanbul,ALL,6 Years,12 Years,"Pain, Dental Anxiety, Tooth Extraction",Inclusion Criteria: Participants will be recruited from the Department of Pediatric Dentistry at Istanbul University Fac...
NCT06226155,Adaptation of an Intervention Addressing Barriers to PrEP Use Among Pregnant Women in Zimbabwe,RECRUITING,NA,132,ESTIMATED,1,No US/listed site,ALL,15 Years,55 Years,"HIV Infections, Pregnancy Related, Depression, Anxiety",Inclusion Criteria: Across all aims participants must be 1. Pregnant 2. Presenting at the Chitungwiza Central Hospital A...
NCT04877197,Behavioral Activation Delivered Via Home-based Telehealth to Improve Functioning in Cardiovascular Disease Patients Recently Discharged From Inpatient Care,RECRUITING,NA,132,ESTIMATED,1,South Carolina,ALL,21 Years,No upper limit,"Depression, Cardiovascular Diseases",Inclusion Criteria: Having experienced one of the ICD 10 I20-I25 CVD events: 120 unstable angina stable angina 121 NSTEM...
NCT06081348,Sertraline vs. Placebo in the Treatment of Anxiety in Children and AdoLescents With NeurodevelopMental Disorders,RECRUITING,PHASE2,130,ESTIMATED,7,"Alberta, Nova Scotia, Ontario",ALL,8 Years,17 Years,"Neurodevelopmental Disorders, Autism, Autism Spectrum Disorder, Fragile X Syndrome, Tuberous Sclerosis, 22Q11 Deletion Syndrome, 22Q11 Deletion, ADHD, Tic Disorders, Tourette Syndrome, Tourette Syndrome in Children, Tourette Syndrome in Adolescence, ADHD - Combined Type, ADHD Predominantly Inattentive Type, ADHD, Predominantly Hyperactive - Impulsive, Anxiety, Anxiety Disorders","Inclusion Criteria: 1. Outpatients 8-17 years of age, inclusive 2. Females of child bearing potential who are sexually a..."
NCT06781593,Combining Light Therapy and CPAP in Depression,RECRUITING,NA,130,ESTIMATED,2,France,ALL,18 Years,No upper limit,"Major Depression, Sleep Architecture, Obstructive Sleep Apnea, Compliance, Continuous Positive Airway Pressure (CPAP), Light Therapy","Inclusion Criteria: Adults consulting at the MICHEL JOUVET unit, CH Le Vinatier, Bron Adults with a diagnosis of major d..."
NCT07479524,"Effect of Induction Admission of Shared Decision-Making on First Time Expectant Mothers', Self-efficacy, Anxiety, Birth Outcomes and Birth Satisfaction",ENROLLING_BY_INVITATION,NA,130,ESTIMATED,1,No US/listed site,FEMALE,18 Years,45 Years,Labor Induction,"Inclusion Criteria: 1. The first pregnancy and the gestation period is more than 32 weeks, the fetus is a singleton, and..."
NCT06795126,Little NIRVANA for Pediatric Pain and Anxiety,ENROLLING_BY_INVITATION,NA,130,ESTIMATED,1,Ohio,ALL,2 Years,8 Years,"Acute Pain, Procedural Anxiety, Pediatric ALL, Emergency Medicine, IV Access",Inclusion Criteria: All patients undergoing PIV line placement (peripheral IV order placed while patient is in the ED); ...
NCT02734602,Imaging SV2A in Mood Disorders,ACTIVE_NOT_RECRUITING,NA,130,ESTIMATED,1,Connecticut,ALL,18 Years,70 Years,"Major Depressive Disorder, Post-Traumatic Stress Disorder","Inclusion Criteria: General inclusion criteria: 1. Subjects will be 18-70 years old, 2. English speaking, 3. No other DS..."
NCT07105397,Evaluating Conversational Artificial Intelligence for Depression Management,RECRUITING,NA,130,ESTIMATED,1,Virginia,ALL,18 Years,85 Years,Major Depressive Disorder (MDD),"1. Participant is between 18 to 85 years old. 2. Participant has been, or are likely to be, diagnosed with moderate to s..."
NCT06698107,Salutogenesis and Self-efficacy-based Childbirth Education Programme for Preventing Postpartum Depression,RECRUITING,NA,130,ESTIMATED,4,Amhara,FEMALE,13 Years,19 Years,Postpartum Depression (PPD),Inclusion Criteria: married first-time teenage mothers aged 13-19 years attending antenatal follow-up in the selected ho...
NCT02604277,Suicidal Behavior in Patients Diagnosed With Bipolar Disorder,RECRUITING,NA,130,ESTIMATED,1,Georgia,ALL,18 Years,64 Years,"Depression, Alcoholism, Drug Abuse",Inclusion Criteria: English speaking Diagnosis of Bipolar Disorder (BD) Able to provide written informed consent Exclusi...
NCT05833087,Schema Therapy for Patients With Chronic Treatment Resistant Depression,RECRUITING,NA,129,ESTIMATED,6,No US/listed site,ALL,18 Years,65 Years,"Treatment Resistant Depression, Chronic Depression",Inclusion Criteria: Participants have at the time of inclusion been referred to treatment for depression as a primary di...
NCT06821568,Home-Based Brain Stimulation for Motoric Cognitive Risk Syndrome,RECRUITING,NA,128,ESTIMATED,2,Massachusetts,ALL,65 Years,90 Years,"Alzheimer Disease and Related Dementias, Cognition, Mobility Disability","Inclusion Criteria: Men and women Age 65-90 years Subjective cognitive complaints as defined by a 'Yes' response to ""Do ..."
NCT06750796,"The Half Swaddling Application on Infant Sleep Routine, Maternal Sleep Quality, Depression",RECRUITING,NA,128,ESTIMATED,1,None Selected,FEMALE,18 Years,45 Years,"Infant, Newborn, Maternal Outcome","Inclusion Criteria: 18-45 years old, Term birth (single birth over 37 weeks), After an uncomplicated pregnancy process, ..."
NCT07107906,"Evaluating and Implementing The CONNECT Program - a Group-Based Telehealth Intervention to Reduce Social Isolation, Loneliness, and Mental Health Symptoms in Adults Ages 55+, Compared to Routine Community-Based Programming",RECRUITING,NA,128,ESTIMATED,1,Manitoba,ALL,55 Years,No upper limit,"Loneliness, Social Isolation, Depression Disorders, Anxiety","Inclusion Criteria: Adults aged 55 years or older Able to speak, read, and understand English Can manage hearing or visi..."
NCT06234176,Impact of Psychomotor Therapy on the Quality of Life in Depression,RECRUITING,NA,128,ESTIMATED,1,No US/listed site,ALL,20 Years,60 Years,Major Depressive Disorder,Inclusion Criteria: Diagnosis of depressive episode according to DSM-5 criteria. HDRS > 16 Hospitalized or followed-up i...
NCT06273527,Enhancing Transdiagnostic Mechanisms of Cognitive Dyscontrol (R33),RECRUITING,"PHASE2, PHASE3",128,ESTIMATED,1,California,ALL,21 Years,55 Years,"Anxiety Disorders, Depression, Post Traumatic Stress Disorder","Inclusion Criteria: age 21-55 fluent in English diagnosis of mood, anxiety, or traumatic stress disorder clinically elev..."
NCT06874491,Inhalation Treatment Distraction in Children,RECRUITING,NA,126,ESTIMATED,1,No US/listed site,ALL,4 Years,6 Years,Fear Anxiety,"Inclusion Criteria: -Being between 4-6 years old Not having a developmental disability Not having a history of sedative,..."
NCT06136494,iCBT for Cardiac Anxiety in Patients With NCCP,ACTIVE_NOT_RECRUITING,NA,126,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,"Non-cardiac Chest Pain, Cardiac Anxiety",Inclusion Criteria: experience of non-cardiac chest pain exhibiting cardiac anxiety (score ≥24 on the Cardiac Anxiety Qu...
NCT07462364,The Effect of a Kaleidoscope and Cartoons for Dental Treatment in Children,RECRUITING,NA,126,ESTIMATED,1,Diyarbakır,ALL,7 Years,12 Years,"Dental Anxiety, Dental Fear, Pain",Inclusion Criteria: Children aged between 7 and 12 years Children requiring local infiltration anesthesia for dental tre...
NCT05762250,Auricular Acupuncture in Patients With Advanced Cancer: a Randomized Clinical Trial.,RECRUITING,NA,125,ESTIMATED,2,No US/listed site,ALL,18 Years,70 Years,"Fatigue, Pain, Depression, Advanced Tumour Diseases","Inclusion Criteria: Adult patients with advanced tumour diseases on current therapy, who suffer from persistent disease-..."
NCT05913947,Lithium Versus Cariprazine in the Acute Phase Treatment of Bipolar Depression (DUAG9),RECRUITING,PHASE4,122,ESTIMATED,1,No US/listed site,ALL,18 Years,65 Years,"Depression, Bipolar","Inclusion Criteria: A diagnosis of bipolar disorder, type 1 or type 2, and a current episode of depression according to ..."
NCT06049433,Maternal Mental Health Access - MaMa,RECRUITING,NA,120,ESTIMATED,1,Utah,FEMALE,18 Years,No upper limit,"Postpartum Depression, Perinatal Depression","Inclusion Criteria: 18+ years of age, who at the time of screening Have a viable pregnancy or are postpartum (up to 1 ye..."
NCT05973201,"Evaluation of Virtual Reality to Reduce Anxiety, Pain and Duration of Non-emergency Vigile Bronchial Fibroscopy (AVATAR)",RECRUITING,NA,120,ESTIMATED,5,No US/listed site,ALL,18 Years,No upper limit,"Respiratory Disorder, Lung Infection",Inclusion Criteria: Adults (over 18 years of age) Hospitalized in a critical care unit (intensive care and intensive car...
NCT06682689,Investigation of TVNS Administration on Postpartum Mental Health,RECRUITING,NA,120,ESTIMATED,1,Baden-Wurttemberg,FEMALE,18 Years,No upper limit,"Postpartum Depression (PPD), Postpartum Anxiety, Postpartum Sadness, Postpartum Blues","Inclusion Criteria: No malformation of fetal organs (no abnormalities detected during ""organ screening""). Ability to pro..."
NCT05979103,Music Genre Stereotypes to Boost Relaxation in Chronic Pain Patients,ACTIVE_NOT_RECRUITING,NA,120,ACTUAL,1,California,ALL,18 Years,No upper limit,Anxiety,Inclusion Criteria: 1. Are 18+ 2. Live in the US 3. Are an English-proficient adult with a chronic pain diagnosis (no re...
NCT07569198,Ketamine With Dialectical Behavioural Therapy (DBT) for Suicidality in Individuals With Treatment-Resistant Depression and Borderline Personality Disorder (KET-DBT),RECRUITING,PHASE2,120,ESTIMATED,1,Ontario,ALL,18 Years,70 Years,"Borderline Personality Disorder (BPD), Treatment-Resistant Major Depressive Disorder, Treatment-resistant Bipolar Depression, Major Depressive Disorder (MDD), Bipolar Disorder (BD), Bipolar Disorder I or II, Suicidal Ideation","Inclusion Criteria: 1. Adults between the age of 18 to 70, inclusive; 2. Meets criteria for BPD, as determined by clinic..."
NCT06892847,Brain STimulation for ANxiety and Depression in Youth,RECRUITING,NA,120,ESTIMATED,1,Alberta,ALL,6 Years,18 Years,"Anxiety Disorders, Depression",Inclusion Criteria: 1. aged between 6 and 18 years old 2. diagnosis of anxiety or depression made by a qualified medical...
NCT06953752,Effects of Music During Atrial Fibrillation Ablation Under Conscious Sedation,RECRUITING,NA,120,ESTIMATED,1,Zhejiang,ALL,18 Years,80 Years,"Atrial Fibrillation (AF), Catheter Ablation, Pain Management",Inclusion Criteria: 1. Patients undergoing first-time catheter radiofrequency ablation for atrial fibrillation at our ce...
NCT06697275,Evaluation of the Efficacy of a Virtual Reality When Placing a Needle on an Implantable Venous Access Device in Children With Leukemia,RECRUITING,NA,120,ESTIMATED,4,No US/listed site,ALL,6 Years,16 Years,"Virtual Reality, Children and Adolescents, Acute Leukemia, Anxiety and Fear",Inclusion Criteria: Children from 6 to 16 years old suffering from leukemia requiring needle insertion into an implantab...
NCT06605092,Characterization of Emotional Response Profiles Triggered by a Digital Artwork of Musicalized Impressionist Paintings,RECRUITING,NA,120,ESTIMATED,1,Quebec,ALL,18 Years,No upper limit,Anxiety,"Inclusion Criteria: Age 18 to 35, or age 60 and over Sex and gender concordance No severe psychobehavioral or major neur..."
NCT06489327,Comparing Two Doses of Oral Melatonin as Premedication in Children Undergoing Surgery,RECRUITING,NA,120,ESTIMATED,2,"Babel, Cairo Governorate",ALL,4 Years,10 Years,Preoperative Anxiety,Inclusion Criteria: Patients of either sex age from 4 to 14 years Patients with American society Anesthesiologist physic...
NCT06759337,"The Effect of Stress Ball Used During Intra Uterine Insemination on Pain, Anxiety, Comfort and Physiological Parameters",RECRUITING,NA,120,ESTIMATED,1,Melikgazi,FEMALE,18 Years,50 Years,"Infertility Assisted Reproductive Technology, Infertility, Female",Inclusion Criteria: Intervention Group 1 (Stress Ball Group) 1. Agreeing to participate in the study with verbal and wri...
